ID,Class,Path,Band
23.3783.7,LPV,23.3783.7.dat,1.0
23.3783.31,EC,23.3783.31.dat,1.0
23.3783.296,RRab,23.3783.296.dat,1.0
23.3783.433,RRab,23.3783.433.dat,1.0
23.3783.620,EC,23.3783.620.dat,1.0
23.3784.23,LPV,23.3784.23.dat,1.0
23.3784.30,EC,23.3784.30.dat,1.0
23.3784.32,EC,23.3784.32.dat,1.0
23.3784.46,EC,23.3784.46.dat,1.0
23.3784.630,UNK,23.3784.630.dat,1.0
23.3785.23,LPV,23.3785.23.dat,1.0
23.3785.452,EC,23.3785.452.dat,1.0
23.3786.12,LPV,23.3786.12.dat,1.0
23.3786.21,LPV,23.3786.21.dat,1.0
23.3786.36,Cep_0,23.3786.36.dat,1.0
23.3786.81,EC,23.3786.81.dat,1.0
23.3786.714,RRab,23.3786.714.dat,1.0
23.3787.26,Cep_0,23.3787.26.dat,1.0
23.3787.634,RRab,23.3787.634.dat,1.0
23.3787.693,RRab,23.3787.693.dat,1.0
23.3787.749,RRab,23.3787.749.dat,1.0
23.3787.757,RRab,23.3787.757.dat,1.0
23.3788.9,LPV,23.3788.9.dat,1.0
23.3788.11,LPV,23.3788.11.dat,1.0
23.3788.15,EC,23.3788.15.dat,1.0
23.3788.16,EC,23.3788.16.dat,1.0
23.3788.20,LPV,23.3788.20.dat,1.0
23.3788.27,EC,23.3788.27.dat,1.0
23.3788.38,Cep_0,23.3788.38.dat,1.0
23.3788.606,RRab,23.3788.606.dat,1.0
23.3789.19,EC,23.3789.19.dat,1.0
23.3789.20,LPV,23.3789.20.dat,1.0
23.3789.37,Cep_1,23.3789.37.dat,1.0
23.3789.69,EC,23.3789.69.dat,1.0
23.3789.127,EC,23.3789.127.dat,1.0
23.3789.136,EC,23.3789.136.dat,1.0
23.3789.172,EC,23.3789.172.dat,1.0
23.3789.185,EC,23.3789.185.dat,1.0
23.3789.229,EC,23.3789.229.dat,1.0
23.3789.640,RRab,23.3789.640.dat,1.0
23.3789.766,RRab,23.3789.766.dat,1.0
23.3789.1015,RRc,23.3789.1015.dat,1.0
23.3790.13,LPV,23.3790.13.dat,1.0
23.3790.28,EC,23.3790.28.dat,1.0
23.3790.69,EC,23.3790.69.dat,1.0
23.3790.749,RRab,23.3790.749.dat,1.0
23.3791.941,EC,23.3791.941.dat,1.0
23.3791.1226,EC,23.3791.1226.dat,1.0
23.3791.1305,RRc,23.3791.1305.dat,1.0
23.3901.2,EC,23.3901.2.dat,1.0
23.3901.150,RRab,23.3901.150.dat,1.0
23.3902.16,LPV,23.3902.16.dat,1.0
23.3902.19,LPV,23.3902.19.dat,1.0
23.3902.21,EC,23.3902.21.dat,1.0
23.3902.43,LPV,23.3902.43.dat,1.0
23.3902.71,EC,23.3902.71.dat,1.0
23.3902.349,RRc,23.3902.349.dat,1.0
23.3902.582,RRc,23.3902.582.dat,1.0
23.3903.313,EC,23.3903.313.dat,1.0
23.3903.372,RRc,23.3903.372.dat,1.0
23.3903.455,RRab,23.3903.455.dat,1.0
23.3903.549,RRab,23.3903.549.dat,1.0
23.3904.11,LPV,23.3904.11.dat,1.0
23.3904.14,Cep_0,23.3904.14.dat,1.0
23.3904.505,RRab,23.3904.505.dat,1.0
23.3904.552,RRc,23.3904.552.dat,1.0
23.3904.564,RRc,23.3904.564.dat,1.0
23.3905.21,EC,23.3905.21.dat,1.0
23.3905.31,LPV,23.3905.31.dat,1.0
23.3905.40,EC,23.3905.40.dat,1.0
23.3905.64,EC,23.3905.64.dat,1.0
23.3905.758,RRab,23.3905.758.dat,1.0
23.3906.29,Cep_0,23.3906.29.dat,1.0
23.3906.35,LPV,23.3906.35.dat,1.0
23.3906.76,EC,23.3906.76.dat,1.0
23.3906.297,EC,23.3906.297.dat,1.0
23.3907.14,Cep_1,23.3907.14.dat,1.0
23.3907.15,LPV,23.3907.15.dat,1.0
23.3907.19,LPV,23.3907.19.dat,1.0
23.3907.32,EC,23.3907.32.dat,1.0
23.3907.47,LPV,23.3907.47.dat,1.0
23.3907.68,EC,23.3907.68.dat,1.0
23.3907.73,EC,23.3907.73.dat,1.0
23.3907.440,RRab,23.3907.440.dat,1.0
23.3908.20,LPV,23.3908.20.dat,1.0
23.3908.26,LPV,23.3908.26.dat,1.0
23.3908.83,EC,23.3908.83.dat,1.0
23.3908.583,RRab,23.3908.583.dat,1.0
23.3908.680,RRc,23.3908.680.dat,1.0
23.3908.824,RRab,23.3908.824.dat,1.0
23.3908.905,RRc,23.3908.905.dat,1.0
23.3909.25,LPV,23.3909.25.dat,1.0
23.3909.204,EC,23.3909.204.dat,1.0
23.3909.683,RRab,23.3909.683.dat,1.0
23.3909.723,RRab,23.3909.723.dat,1.0
23.3909.755,RRab,23.3909.755.dat,1.0
23.3909.787,RRab,23.3909.787.dat,1.0
23.3910.34,LPV,23.3910.34.dat,1.0
23.3910.159,EC,23.3910.159.dat,1.0
23.3910.262,EC,23.3910.262.dat,1.0
23.3910.513,RRab,23.3910.513.dat,1.0
23.3910.656,RRab,23.3910.656.dat,1.0
23.3910.684,RRab,23.3910.684.dat,1.0
23.3911.52,EC,23.3911.52.dat,1.0
23.3911.129,EC,23.3911.129.dat,1.0
23.3911.140,EC,23.3911.140.dat,1.0
23.3911.223,UNK,23.3911.223.dat,1.0
23.3911.647,RRc,23.3911.647.dat,1.0
23.3911.751,EC,23.3911.751.dat,1.0
23.3911.756,EC,23.3911.756.dat,1.0
23.3911.757,RRab,23.3911.757.dat,1.0
23.3911.787,RRab,23.3911.787.dat,1.0
23.3911.835,RRc,23.3911.835.dat,1.0
23.3912.1573,LPV,23.3912.1573.dat,1.0
23.3912.1928,RRc,23.3912.1928.dat,1.0
23.4022.2,LPV,23.4022.2.dat,1.0
23.4022.8,EC,23.4022.8.dat,1.0
23.4024.9,LPV,23.4024.9.dat,1.0
23.4024.14,LPV,23.4024.14.dat,1.0
23.4024.69,EC,23.4024.69.dat,1.0
23.4024.437,RRab,23.4024.437.dat,1.0
23.4024.451,RRc,23.4024.451.dat,1.0
23.4024.470,RRab,23.4024.470.dat,1.0
23.4024.704,EC,23.4024.704.dat,1.0
23.4025.19,Cep_0,23.4025.19.dat,1.0
23.4025.53,EC,23.4025.53.dat,1.0
23.4025.535,RRc,23.4025.535.dat,1.0
23.4025.593,RRc,23.4025.593.dat,1.0
23.4026.13,LPV,23.4026.13.dat,1.0
23.4026.18,LPV,23.4026.18.dat,1.0
23.4026.34,LPV,23.4026.34.dat,1.0
23.4026.41,EC,23.4026.41.dat,1.0
23.4026.421,EC,23.4026.421.dat,1.0
23.4026.426,EC,23.4026.426.dat,1.0
23.4026.559,RRab,23.4026.559.dat,1.0
23.4026.579,UNK,23.4026.579.dat,1.0
23.4026.707,EC,23.4026.707.dat,1.0
23.4026.741,RRab,23.4026.741.dat,1.0
23.4027.23,EC,23.4027.23.dat,1.0
23.4027.38,EC,23.4027.38.dat,1.0
23.4027.676,RRc,23.4027.676.dat,1.0
23.4027.945,UNK,23.4027.945.dat,1.0
23.4028.33,Cep_0,23.4028.33.dat,1.0
23.4028.392,EC,23.4028.392.dat,1.0
23.4028.688,RRc,23.4028.688.dat,1.0
23.4029.12,EC,23.4029.12.dat,1.0
23.4029.45,LPV,23.4029.45.dat,1.0
23.4029.68,EC,23.4029.68.dat,1.0
23.4029.73,EC,23.4029.73.dat,1.0
23.4029.298,EC,23.4029.298.dat,1.0
23.4029.634,RRab,23.4029.634.dat,1.0
23.4029.660,RRc,23.4029.660.dat,1.0
23.4029.668,RRab,23.4029.668.dat,1.0
23.4030.127,EC,23.4030.127.dat,1.0
23.4030.225,EC,23.4030.225.dat,1.0
23.4030.458,RRab,23.4030.458.dat,1.0
23.4030.618,EC,23.4030.618.dat,1.0
23.4030.688,RRc,23.4030.688.dat,1.0
23.4030.699,RRab,23.4030.699.dat,1.0
23.4030.714,RRab,23.4030.714.dat,1.0
23.4030.750,UNK,23.4030.750.dat,1.0
23.4030.827,RRab,23.4030.827.dat,1.0
23.4031.229,EC,23.4031.229.dat,1.0
23.4031.674,RRc,23.4031.674.dat,1.0
23.4031.907,EC,23.4031.907.dat,1.0
23.4032.433,EC,23.4032.433.dat,1.0
23.4032.661,EC,23.4032.661.dat,1.0
23.4033.1980,UNK,23.4033.1980.dat,1.0
23.4143.218,RRab,23.4143.218.dat,1.0
23.4144.9,LPV,23.4144.9.dat,1.0
23.4144.12,LPV,23.4144.12.dat,1.0
23.4144.419,RRab,23.4144.419.dat,1.0
23.4144.453,RRab,23.4144.453.dat,1.0
23.4145.24,Cep_1,23.4145.24.dat,1.0
23.4145.586,RRab,23.4145.586.dat,1.0
23.4145.675,RRab,23.4145.675.dat,1.0
23.4146.18,LPV,23.4146.18.dat,1.0
23.4146.20,Cep_1,23.4146.20.dat,1.0
23.4146.646,RRab,23.4146.646.dat,1.0
23.4147.43,EC,23.4147.43.dat,1.0
23.4147.64,EC,23.4147.64.dat,1.0
23.4147.94,EC,23.4147.94.dat,1.0
23.4147.159,EC,23.4147.159.dat,1.0
23.4147.583,EC,23.4147.583.dat,1.0
23.4147.614,RRab,23.4147.614.dat,1.0
23.4147.620,RRab,23.4147.620.dat,1.0
23.4147.694,RRab,23.4147.694.dat,1.0
23.4148.25,LPV,23.4148.25.dat,1.0
23.4148.35,EC,23.4148.35.dat,1.0
23.4148.490,RRab,23.4148.490.dat,1.0
23.4148.512,RRab,23.4148.512.dat,1.0
23.4148.611,RRab,23.4148.611.dat,1.0
23.4148.721,RRab,23.4148.721.dat,1.0
23.4149.257,EC,23.4149.257.dat,1.0
23.4149.558,RRc,23.4149.558.dat,1.0
23.4149.670,RRab,23.4149.670.dat,1.0
23.4150.34,EC,23.4150.34.dat,1.0
23.4150.47,Cep_1,23.4150.47.dat,1.0
23.4150.219,EC,23.4150.219.dat,1.0
23.4150.679,RRab,23.4150.679.dat,1.0
23.4150.906,EC,23.4150.906.dat,1.0
23.4151.25,Cep_0,23.4151.25.dat,1.0
23.4151.27,Cep_0,23.4151.27.dat,1.0
23.4151.40,Cep_1,23.4151.40.dat,1.0
23.4151.81,LPV,23.4151.81.dat,1.0
23.4151.169,EC,23.4151.169.dat,1.0
23.4151.526,RRab,23.4151.526.dat,1.0
23.4151.755,RRab,23.4151.755.dat,1.0
23.4151.871,UNK,23.4151.871.dat,1.0
23.4151.906,RRab,23.4151.906.dat,1.0
23.4151.1045,RRab,23.4151.1045.dat,1.0
23.4152.7,EC,23.4152.7.dat,1.0
23.4152.487,EC,23.4152.487.dat,1.0
23.4152.491,EC,23.4152.491.dat,1.0
23.4152.726,RRab,23.4152.726.dat,1.0
23.4152.1046,RRab,23.4152.1046.dat,1.0
23.4153.164,EC,23.4153.164.dat,1.0
23.4153.215,EC,23.4153.215.dat,1.0
23.4153.455,EC,23.4153.455.dat,1.0
23.4153.630,RRc,23.4153.630.dat,1.0
23.4153.717,RRc,23.4153.717.dat,1.0
23.4153.791,RRab,23.4153.791.dat,1.0
23.4154.1663,EC,23.4154.1663.dat,1.0
23.4154.1769,EC,23.4154.1769.dat,1.0
23.4154.1782,EC,23.4154.1782.dat,1.0
23.4154.1795,EC,23.4154.1795.dat,1.0
23.4154.1939,RRab,23.4154.1939.dat,1.0
23.4154.2034,EC,23.4154.2034.dat,1.0
23.4265.14,LPV,23.4265.14.dat,1.0
23.4265.33,EC,23.4265.33.dat,1.0
23.4265.246,EC,23.4265.246.dat,1.0
23.4265.279,RRab,23.4265.279.dat,1.0
23.4265.320,RRab,23.4265.320.dat,1.0
23.4265.357,RRab,23.4265.357.dat,1.0
23.4266.138,EC,23.4266.138.dat,1.0
23.4266.303,RRab,23.4266.303.dat,1.0
23.4266.325,RRc,23.4266.325.dat,1.0
23.4267.11,LPV,23.4267.11.dat,1.0
23.4267.126,EC,23.4267.126.dat,1.0
23.4267.297,RRc,23.4267.297.dat,1.0
23.4267.329,RRab,23.4267.329.dat,1.0
23.4267.380,RRab,23.4267.380.dat,1.0
23.4268.2366,EC,23.4268.2366.dat,1.0
23.4268.2377,Cep_0,23.4268.2377.dat,1.0
23.4268.2412,EC,23.4268.2412.dat,1.0
23.4268.2416,EC,23.4268.2416.dat,1.0
23.4268.2649,RRab,23.4268.2649.dat,1.0
23.4268.2697,RRab,23.4268.2697.dat,1.0
23.4268.2706,RRab,23.4268.2706.dat,1.0
23.4270.2772,LPV,23.4270.2772.dat,1.0
23.4270.2773,EC,23.4270.2773.dat,1.0
23.4270.3152,RRc,23.4270.3152.dat,1.0
23.4270.3158,RRab,23.4270.3158.dat,1.0
23.4271.2818,EC,23.4271.2818.dat,1.0
23.4271.3323,EC,23.4271.3323.dat,1.0
23.4271.3551,RRab,23.4271.3551.dat,1.0
23.4272.2772,EC,23.4272.2772.dat,1.0
23.4272.2811,LPV,23.4272.2811.dat,1.0
23.4272.2813,EC,23.4272.2813.dat,1.0
23.4272.3157,UNK,23.4272.3157.dat,1.0
23.4273.2701,RRab,23.4273.2701.dat,1.0
23.4274.3059,RRab,23.4274.3059.dat,1.0
23.4274.3132,RRab,23.4274.3132.dat,1.0
24.2611.214,RRab,24.2611.214.dat,1.0
24.2612.180,RRc,24.2612.180.dat,1.0
24.2613.11,LPV,24.2613.11.dat,1.0
24.2614.74,EC,24.2614.74.dat,1.0
24.2614.182,RRc,24.2614.182.dat,1.0
24.2615.271,EC,24.2615.271.dat,1.0
24.2616.26,EC,24.2616.26.dat,1.0
24.2616.183,RRc,24.2616.183.dat,1.0
24.2618.11,LPV,24.2618.11.dat,1.0
24.2618.261,RRab,24.2618.261.dat,1.0
24.2620.8,LPV,24.2620.8.dat,1.0
24.2620.10,Cep_0,24.2620.10.dat,1.0
24.2620.37,EC,24.2620.37.dat,1.0
24.2620.61,EC,24.2620.61.dat,1.0
24.2620.229,RRab,24.2620.229.dat,1.0
24.2621.20,EC,24.2621.20.dat,1.0
24.2621.100,RRab,24.2621.100.dat,1.0
24.2731.14,LPV,24.2731.14.dat,1.0
24.2731.16,EC,24.2731.16.dat,1.0
24.2731.20,Cep_0,24.2731.20.dat,1.0
24.2731.94,EC,24.2731.94.dat,1.0
24.2731.310,EC,24.2731.310.dat,1.0
24.2732.9,LPV,24.2732.9.dat,1.0
24.2732.12,EC,24.2732.12.dat,1.0
24.2732.18,Cep_0,24.2732.18.dat,1.0
24.2732.21,LPV,24.2732.21.dat,1.0
24.2732.24,LPV,24.2732.24.dat,1.0
24.2732.388,EC,24.2732.388.dat,1.0
24.2733.42,EC,24.2733.42.dat,1.0
24.2733.183,EC,24.2733.183.dat,1.0
24.2733.225,RRab,24.2733.225.dat,1.0
24.2733.323,UNK,24.2733.323.dat,1.0
24.2733.572,RRab,24.2733.572.dat,1.0
24.2733.624,RRab,24.2733.624.dat,1.0
24.2733.696,UNK,24.2733.696.dat,1.0
24.2733.815,EC,24.2733.815.dat,1.0
24.2734.487,EC,24.2734.487.dat,1.0
24.2734.564,RRab,24.2734.564.dat,1.0
24.2734.605,RRab,24.2734.605.dat,1.0
24.2734.656,RRab,24.2734.656.dat,1.0
24.2734.748,RRab,24.2734.748.dat,1.0
24.2734.756,EC,24.2734.756.dat,1.0
24.2735.45,EC,24.2735.45.dat,1.0
24.2735.333,RRab,24.2735.333.dat,1.0
24.2735.879,RRab,24.2735.879.dat,1.0
24.2736.21,LPV,24.2736.21.dat,1.0
24.2736.640,EC,24.2736.640.dat,1.0
24.2737.111,EC,24.2737.111.dat,1.0
24.2737.299,RRc,24.2737.299.dat,1.0
24.2737.412,RRc,24.2737.412.dat,1.0
24.2738.18,LPV,24.2738.18.dat,1.0
24.2738.19,LPV,24.2738.19.dat,1.0
24.2738.20,LPV,24.2738.20.dat,1.0
24.2738.22,Cep_0,24.2738.22.dat,1.0
24.2738.24,LPV,24.2738.24.dat,1.0
24.2738.435,EC,24.2738.435.dat,1.0
24.2738.447,EC,24.2738.447.dat,1.0
24.2738.567,RRab,24.2738.567.dat,1.0
24.2739.29,EC,24.2739.29.dat,1.0
24.2739.90,EC,24.2739.90.dat,1.0
24.2739.122,EC,24.2739.122.dat,1.0
24.2740.15,LPV,24.2740.15.dat,1.0
24.2740.97,EC,24.2740.97.dat,1.0
24.2740.333,EC,24.2740.333.dat,1.0
24.2740.547,RRab,24.2740.547.dat,1.0
24.2740.666,RRab,24.2740.666.dat,1.0
24.2740.739,UNK,24.2740.739.dat,1.0
24.2741.434,RRab,24.2741.434.dat,1.0
24.2742.85,EC,24.2742.85.dat,1.0
24.2852.9,EC,24.2852.9.dat,1.0
24.2852.13,EC,24.2852.13.dat,1.0
24.2853.11,LPV,24.2853.11.dat,1.0
24.2853.19,EC,24.2853.19.dat,1.0
24.2853.23,Cep_0,24.2853.23.dat,1.0
24.2853.69,EC,24.2853.69.dat,1.0
24.2853.174,EC,24.2853.174.dat,1.0
24.2853.246,RRab,24.2853.246.dat,1.0
24.2853.313,EC,24.2853.313.dat,1.0
24.2853.448,RRab,24.2853.448.dat,1.0
24.2853.581,EC,24.2853.581.dat,1.0
24.2853.692,EC,24.2853.692.dat,1.0
24.2853.771,RRc,24.2853.771.dat,1.0
24.2854.27,EC,24.2854.27.dat,1.0
24.2854.116,UNK,24.2854.116.dat,1.0
24.2854.254,EC,24.2854.254.dat,1.0
24.2854.599,EC,24.2854.599.dat,1.0
24.2854.753,RRab,24.2854.753.dat,1.0
24.2855.18,Cep_0,24.2855.18.dat,1.0
24.2855.80,EC,24.2855.80.dat,1.0
24.2855.174,RRc,24.2855.174.dat,1.0
24.2855.492,EC,24.2855.492.dat,1.0
24.2855.789,EC,24.2855.789.dat,1.0
24.2856.13,EC,24.2856.13.dat,1.0
24.2856.18,LPV,24.2856.18.dat,1.0
24.2856.35,LPV,24.2856.35.dat,1.0
24.2856.321,EC,24.2856.321.dat,1.0
24.2857.5,EC,24.2857.5.dat,1.0
24.2857.42,EC,24.2857.42.dat,1.0
24.2857.67,EC,24.2857.67.dat,1.0
24.2857.220,RRc,24.2857.220.dat,1.0
24.2857.260,RRab,24.2857.260.dat,1.0
24.2857.646,EC,24.2857.646.dat,1.0
24.2857.685,EC,24.2857.685.dat,1.0
24.2858.82,EC,24.2858.82.dat,1.0
24.2859.10,Cep_0,24.2859.10.dat,1.0
24.2859.18,LPV,24.2859.18.dat,1.0
24.2859.35,EC,24.2859.35.dat,1.0
24.2859.438,RRab,24.2859.438.dat,1.0
24.2859.564,RRab,24.2859.564.dat,1.0
24.2860.14,LPV,24.2860.14.dat,1.0
24.2860.35,EC,24.2860.35.dat,1.0
24.2860.415,RRab,24.2860.415.dat,1.0
24.2860.462,RRc,24.2860.462.dat,1.0
24.2860.531,EC,24.2860.531.dat,1.0
24.2860.541,RRab,24.2860.541.dat,1.0
24.2860.708,RRab,24.2860.708.dat,1.0
24.2861.13,LPV,24.2861.13.dat,1.0
24.2861.34,EC,24.2861.34.dat,1.0
24.2861.328,RRab,24.2861.328.dat,1.0
24.2862.448,RRab,24.2862.448.dat,1.0
24.2863.16,LPV,24.2863.16.dat,1.0
24.2973.8,EC,24.2973.8.dat,1.0
24.2973.19,EC,24.2973.19.dat,1.0
24.2974.13,LPV,24.2974.13.dat,1.0
24.2974.16,EC,24.2974.16.dat,1.0
24.2974.27,LPV,24.2974.27.dat,1.0
24.2974.160,EC,24.2974.160.dat,1.0
24.2974.279,EC,24.2974.279.dat,1.0
24.2974.421,RRab,24.2974.421.dat,1.0
24.2974.547,EC,24.2974.547.dat,1.0
24.2974.591,RRab,24.2974.591.dat,1.0
24.2974.626,RRab,24.2974.626.dat,1.0
24.2974.880,RRab,24.2974.880.dat,1.0
24.2975.150,EC,24.2975.150.dat,1.0
24.2975.293,EC,24.2975.293.dat,1.0
24.2975.588,RRab,24.2975.588.dat,1.0
24.2976.17,EC,24.2976.17.dat,1.0
24.2976.38,Cep_0,24.2976.38.dat,1.0
24.2976.40,EC,24.2976.40.dat,1.0
24.2976.527,EC,24.2976.527.dat,1.0
24.2977.16,LPV,24.2977.16.dat,1.0
24.2977.20,Cep_0,24.2977.20.dat,1.0
24.2977.28,EC,24.2977.28.dat,1.0
24.2977.38,EC,24.2977.38.dat,1.0
24.2977.229,EC,24.2977.229.dat,1.0
24.2977.299,EC,24.2977.299.dat,1.0
24.2977.753,RRc,24.2977.753.dat,1.0
24.2977.882,EC,24.2977.882.dat,1.0
24.2978.12,Cep_0,24.2978.12.dat,1.0
24.2978.557,UNK,24.2978.557.dat,1.0
24.2978.611,RRab,24.2978.611.dat,1.0
24.2978.620,RRab,24.2978.620.dat,1.0
24.2978.630,EC,24.2978.630.dat,1.0
24.2979.13,LPV,24.2979.13.dat,1.0
24.2979.16,LPV,24.2979.16.dat,1.0
24.2979.22,Cep_0,24.2979.22.dat,1.0
24.2979.55,EC,24.2979.55.dat,1.0
24.2979.470,EC,24.2979.470.dat,1.0
24.2979.487,RRab,24.2979.487.dat,1.0
24.2981.21,EC,24.2981.21.dat,1.0
24.2981.418,RRab,24.2981.418.dat,1.0
24.2981.463,RRab,24.2981.463.dat,1.0
24.2981.498,RRab,24.2981.498.dat,1.0
24.2981.499,RRab,24.2981.499.dat,1.0
24.2981.527,RRab,24.2981.527.dat,1.0
24.2981.533,RRc,24.2981.533.dat,1.0
24.2981.586,RRc,24.2981.586.dat,1.0
24.2982.14,LPV,24.2982.14.dat,1.0
24.2982.31,EC,24.2982.31.dat,1.0
24.2982.119,EC,24.2982.119.dat,1.0
24.2982.189,UNK,24.2982.189.dat,1.0
24.2982.563,RRc,24.2982.563.dat,1.0
24.2982.609,RRab,24.2982.609.dat,1.0
24.2982.636,RRab,24.2982.636.dat,1.0
24.2982.643,RRc,24.2982.643.dat,1.0
24.2982.683,RRc,24.2982.683.dat,1.0
24.2982.700,RRab,24.2982.700.dat,1.0
24.2982.718,RRc,24.2982.718.dat,1.0
24.2983.111,EC,24.2983.111.dat,1.0
24.2983.595,RRab,24.2983.595.dat,1.0
24.2984.15,LPV,24.2984.15.dat,1.0
24.2984.452,EC,24.2984.452.dat,1.0
24.3094.233,EC,24.3094.233.dat,1.0
24.3094.293,RRab,24.3094.293.dat,1.0
24.3094.356,EC,24.3094.356.dat,1.0
24.3095.11,LPV,24.3095.11.dat,1.0
24.3095.15,LPV,24.3095.15.dat,1.0
24.3095.52,EC,24.3095.52.dat,1.0
24.3096.15,Cep_0,24.3096.15.dat,1.0
24.3096.50,EC,24.3096.50.dat,1.0
24.3096.650,RRab,24.3096.650.dat,1.0
24.3096.710,RRab,24.3096.710.dat,1.0
24.3097.13,LPV,24.3097.13.dat,1.0
24.3097.16,EC,24.3097.16.dat,1.0
24.3097.17,EC,24.3097.17.dat,1.0
24.3097.22,EC,24.3097.22.dat,1.0
24.3097.24,EC,24.3097.24.dat,1.0
24.3097.29,EC,24.3097.29.dat,1.0
24.3097.385,EC,24.3097.385.dat,1.0
24.3097.454,RRab,24.3097.454.dat,1.0
24.3098.20,EC,24.3098.20.dat,1.0
24.3098.23,LPV,24.3098.23.dat,1.0
24.3098.31,EC,24.3098.31.dat,1.0
24.3098.33,LPV,24.3098.33.dat,1.0
24.3098.1057,EC,24.3098.1057.dat,1.0
24.3099.14,Cep_0,24.3099.14.dat,1.0
24.3099.49,EC,24.3099.49.dat,1.0
24.3099.153,EC,24.3099.153.dat,1.0
24.3099.498,EC,24.3099.498.dat,1.0
24.3099.605,RRc,24.3099.605.dat,1.0
24.3100.109,EC,24.3100.109.dat,1.0
24.3100.160,EC,24.3100.160.dat,1.0
24.3100.548,RRc,24.3100.548.dat,1.0
24.3101.16,LPV,24.3101.16.dat,1.0
24.3101.21,LPV,24.3101.21.dat,1.0
24.3101.32,EC,24.3101.32.dat,1.0
24.3101.209,EC,24.3101.209.dat,1.0
24.3101.387,RRab,24.3101.387.dat,1.0
24.3101.477,RRab,24.3101.477.dat,1.0
24.3102.12,LPV,24.3102.12.dat,1.0
24.3102.25,LPV,24.3102.25.dat,1.0
24.3102.89,EC,24.3102.89.dat,1.0
24.3102.497,RRab,24.3102.497.dat,1.0
24.3102.639,EC,24.3102.639.dat,1.0
24.3102.668,RRab,24.3102.668.dat,1.0
24.3102.676,RRc,24.3102.676.dat,1.0
24.3103.16,EC,24.3103.16.dat,1.0
24.3103.30,Cep_0,24.3103.30.dat,1.0
24.3103.183,EC,24.3103.183.dat,1.0
24.3103.191,EC,24.3103.191.dat,1.0
24.3103.194,EC,24.3103.194.dat,1.0
24.3103.219,UNK,24.3103.219.dat,1.0
24.3103.281,EC,24.3103.281.dat,1.0
24.3103.335,EC,24.3103.335.dat,1.0
24.3103.386,RRc,24.3103.386.dat,1.0
24.3103.390,RRab,24.3103.390.dat,1.0
24.3103.650,RRab,24.3103.650.dat,1.0
24.3103.661,RRc,24.3103.661.dat,1.0
24.3103.666,RRab,24.3103.666.dat,1.0
24.3103.715,RRab,24.3103.715.dat,1.0
24.3103.760,RRc,24.3103.760.dat,1.0
24.3103.810,RRc,24.3103.810.dat,1.0
24.3103.812,RRc,24.3103.812.dat,1.0
24.3103.828,RRc,24.3103.828.dat,1.0
24.3103.852,RRc,24.3103.852.dat,1.0
24.3104.14,LPV,24.3104.14.dat,1.0
24.3104.33,EC,24.3104.33.dat,1.0
24.3104.248,EC,24.3104.248.dat,1.0
24.3104.476,RRab,24.3104.476.dat,1.0
24.3104.602,RRab,24.3104.602.dat,1.0
24.3215.260,LPV,24.3215.260.dat,1.0
24.3215.578,RRab,24.3215.578.dat,1.0
24.3215.649,EC,24.3215.649.dat,1.0
24.3216.686,EC,24.3216.686.dat,1.0
24.3216.1357,RRab,24.3216.1357.dat,1.0
24.3217.781,EC,24.3217.781.dat,1.0
24.3217.789,EC,24.3217.789.dat,1.0
24.3217.1066,RRab,24.3217.1066.dat,1.0
24.3217.1235,RRc,24.3217.1235.dat,1.0
24.3217.1293,RRab,24.3217.1293.dat,1.0
24.3218.684,EC,24.3218.684.dat,1.0
24.3218.796,EC,24.3218.796.dat,1.0
24.3218.1220,RRc,24.3218.1220.dat,1.0
24.3219.156,RRab,24.3219.156.dat,1.0
24.3219.164,RRab,24.3219.164.dat,1.0
24.3219.655,Cep_0,24.3219.655.dat,1.0
24.3219.755,EC,24.3219.755.dat,1.0
24.3219.776,EC,24.3219.776.dat,1.0
24.3219.1326,RRab,24.3219.1326.dat,1.0
24.3219.1404,EC,24.3219.1404.dat,1.0
24.3220.675,Cep_0,24.3220.675.dat,1.0
24.3220.676,EC,24.3220.676.dat,1.0
24.3220.677,EC,24.3220.677.dat,1.0
24.3220.1123,EC,24.3220.1123.dat,1.0
24.3221.15,LPV,24.3221.15.dat,1.0
24.3221.600,LPV,24.3221.600.dat,1.0
24.3221.626,EC,24.3221.626.dat,1.0
24.3222.1040,RRc,24.3222.1040.dat,1.0
24.3223.52,EC,24.3223.52.dat,1.0
24.3223.114,RRab,24.3223.114.dat,1.0
24.3223.669,Cep_0,24.3223.669.dat,1.0
24.3223.1017,RRab,24.3223.1017.dat,1.0
24.3224.668,LPV,24.3224.668.dat,1.0
24.3224.672,Cep_0,24.3224.672.dat,1.0
24.3224.683,EC,24.3224.683.dat,1.0
24.3224.727,EC,24.3224.727.dat,1.0
24.3225.101,RRab,24.3225.101.dat,1.0
24.3225.605,EC,24.3225.605.dat,1.0
24.3225.714,EC,24.3225.714.dat,1.0
24.3225.785,EC,24.3225.785.dat,1.0
24.3226.12,Cep_0,24.3226.12.dat,1.0
24.3226.340,EC,24.3226.340.dat,1.0
24.3336.225,RRab,24.3336.225.dat,1.0
24.3336.260,RRab,24.3336.260.dat,1.0
24.3337.100,Cep_1,24.3337.100.dat,1.0
24.3337.119,EC,24.3337.119.dat,1.0
24.3337.275,EC,24.3337.275.dat,1.0
24.3337.736,RRab,24.3337.736.dat,1.0
24.3337.757,RRc,24.3337.757.dat,1.0
